,nome,endereco,latitude,longitude
152,PC CASA FORTE-03,"Praça de Casa Forte, 430 - Casa Forte, Recife - PE, 52061-420, Brazil",-8.03441860373689,-34.9195321848182
153,PC CASA FORTE-04,"Praça de Casa Forte, 430 - Casa Forte, Recife - PE, 52061-420, Brazil",-8.03466738684785,-34.9196368720623
154,PC CASA FORTE-05,"Praça de Casa Forte, 52 - Casa Forte, Recife - PE, 52061-420, Brazil",-8.03483669748894,-34.919270466708
155,PC CASA FORTE-06,"Praça de Casa Forte, 403 - Casa Forte, Recife - PE, 52061-420, Brazil",-8.03431494406233,-34.9190157277473
156,PC CASTRO ALVES-01,"R. Castro Alves, 410 - Torreão, Recife - PE, 52030-060, Brazil",-8.0398078,-34.8870045
157,PC CHICO SCIENCE-01,"Av. Sport Clube do Recife, 2 - Ilha do Retiro, Recife - PE, 50750-500, Brazil",-8.0619254,-34.9015502
158,PC CHORA MENINO-01,"Av. Lins Petit, 3 - Boa Vista, Recife - PE, 50070-230, Brazil",-8.06045532087026,-34.8948385861863
159,PC CICERO DIAS,"Praça Artista Plástico Cícero Dias - UR-5 - COHAB, Recife - PE, 51320-130, Brazil",-8.13274941009959,-34.9496957941446
160,PC CIDADE DO PORTO,"R. Sen. Hélio Coutinho, 214 - Boa Viagem, Recife - PE, 51111-160, Brazil",-8.1058056,-34.8894385
161,PC COMP ANTONIO MARIA-01,"R. Afonso de Albuquerque Melo, 101a - Santana, Recife - PE, 52060-450, Brazil",-8.0402063,-34.9147795
162,PC CONSELHEIRO JOAO ALFREDO-01,"Pista Local - R. Benfica, 114 - Madalena, Recife - PE, 50720-001, Brazil",-8.0572262,-34.9086446
163,PC COQUE E ARREDORES-02,"Pte. José de Barros Lima, 1002 - Ilha Joana Bezerra, Recife - PE, 50030-230, Brazil",-8.06977428266961,-34.8971016625824
164,PC CRISTINA VALENCA-01,"R. Artur Bernardes, 96 - Brasília Teimosa, Recife - PE, 51010-130, Brazil",-8.0858735,-34.8794689
165,PC CRISTO REI-01,"Parque Diamantino - R. Diamantino, 30 - COHAB, Recife - PE, 51340-550, Brazil",-8.1206607,-34.9547272
166,PC DA AMIZADE-01,"R. Nossa Sra. da Penha, 90 - Torrões, Recife - PE, 50761-150, Brazil",-8.0651583,-34.934843
167,PC DA AV MAURICIO DE NASSAU-01,"R. Odete Monteiro, 12 - Cordeiro, Recife - PE, 50711-440, Brazil",-8.0434061,-34.9224808
168,PC DA COMUNIDADE,"R. Rio Indaiá, 99 - COHAB, Recife - PE, 51280-010, Brazil",-8.1161396,-34.9476455
169,PC DA CONVENCAO-01,"Praça da Convenção, 196 - Beberibe, Recife - PE, 52130-470, Brazil",-8.00261627306729,-34.8973744423293
170,PC DA CRIANCA ALEXANDRA VILMA,"R. Dr. Benígno Jordão de Vasconcelos, 736 - COHAB, Recife - PE, 51280-400, Brazil",-8.1193922,-34.9505425
171,PC DA IGREJA-01,"R. Quinze de Novembro, 65 - COHAB, Recife - PE, 51345-060, Brazil",-8.114718,-34.9519652
172,PC DA MENTIRA-01,"R. Cap. Amaro Cerqueira, 40 - Areias, Recife - PE, 50870-360, Brazil",-8.0967964,-34.9329006
173,PC DA QUADRA/VASCO,"R. Cassatuba, 69 - Vasco da Gama, Recife - PE, 52081-100, Brazil",-8.0127297,-34.9212696
174,PC DA REDENCAO-01,"R. Gov. Lopo Garro, 347 - Engenho do Meio, Recife - PE, 50730-285, Brazil",-8.0555405,-34.9458994
175,PC DA RESTAURACAO-01,"R.Floriano Peixoto, 308 - São José, Recife - PE, 50020-060, Brazil",-8.067591,-34.8831217
176,PC DA RUA AGUA PRETA-01,"R. Vitória de Santo Antão, 141 - COHAB, Recife - PE, 51290-370, Brazil",-8.1228931,-34.9472378
177,PC DA RUA CARLOS GOMES-01,"R. Gomes Taborda, 58 - Cordeiro, Recife - PE, 50720-150, Brazil",-8.058709,-34.912475
178,PC DA RUA CLOTILDE DE MACHADO,"Praça do Ipê - R. Dr. Raposo Pinto, 452-500 - Ipsep, Recife - PE, 51350-240, Brazil",-8.108475,-34.9223228
179,PC DA RUA CORDISLANDIA-01,"R. Dr. Nina Rodrigues, 26 - Iputinga, Recife - PE, 50731-280, Brazil",-8.0396846167993,-34.9347217581835
180,PC DA RUA GUARABIRA,"Campo de Futebol - Imbiribeira, Recife - PE, 51160-060, Brazil",-8.1141725,-34.9075084
181,PC DA RUA JOAQUIM DE BRITO-01,"R. Joaquim de Brito, 123 - Boa Vista, Recife - PE, 50070-280, Brazil",-8.06210264278334,-34.8926659034695
182,PC DA RUA JUNQUEIRA FREIRE-01,"R. José Pímentel, 184 - Ipsep, Recife - PE, 51190-650, Brazil",-8.1153727,-34.9194676
183,PC DA RUA PROFESSOR AVERTANO ROCHA-01,"R. Dr. Domingos de Abreu Vasconcelos, 183 - Torrões, Recife - PE, 50761-220, Brazil",-8.0668741,-34.9337283
184,PC DA RUA ROSA M MELO-01,"R. Dep. Édson Mouri Fernandes, 46 - Ipsep, Recife - PE, 51350-670, Brazil",-8.1088085,-34.9267839
185,PC DA RUA VARZEA AGAPE-01,"R. Estevão de Sá, 10 - Várzea, Recife - PE, 50740-270, Brazil",-8.0363121,-34.9466471
186,PC DA VITORIA-01,"R. Cap. Gregório de Albuquerque, 687 - Areias, Recife - PE, 50870-260, Brazil",-8.0941815,-34.9342371
187,PC DAS CRIANCAS-01,"R. Cap. Paulo Teixeira, 31 - Areias, Recife - PE, 50870-330, Brazil",-8.09871570109981,-34.9335568757177
188,PC DE APIPUCOS-01,"R. de Apipucos, 521 - Apipucos, Recife - PE, 52071-640, Brazil",-8.0234581,-34.9306012
189,PC DE CAMPO GRANDE-01,"Praça de Campo Grande, 32 - Campo Grande, Recife - PE, 52031-001, Brazil",-8.0323628443499,-34.8780287252014
190,PC DE TODOS OS SANTOS,"R. Ilhéus, 74 - COHAB, Recife - PE, 51340-410, Brazil",-8.1211838,-34.9536334
191,PC DERBY-01,"Praça do Derby, 18031 - Derby, Recife - PE, 52010-140, Brazil",-8.05689714666578,-34.8987796588849
192,PC DERBY-02,"Av. Agamenon Magalhães Pista Local - Praça do Derby. Derby - Derby, Recife - PE, 52021-170, Brazil",-8.05722906659953,-34.8985061146748
193,PC DERBY-03,"Av. Gov. Agamenon Magalhães, 256 - Espinheiro, Recife - PE, 52010-075, Brazil",-8.05608706757774,-34.8984214577622
194,PC DERBY-04,"Praça do Derby, 1 - Derby, Recife - PE, 52010-140, Brazil",-8.05604648109326,-34.8999517887704
195,PC DESEMBARGADOR XAVIER PAES BARRETO,"R. Vicente Licínio, 47 - Ipsep, Recife - PE, 51190-690, Brazil",-8.1177614,-34.9205099
196,PC DESENHISTA EULINO SANTOS-01,"R. da Regeneração, 205 B - Água Fria, Recife - PE, 52120-300, Brazil",-8.02264008184245,-34.8831568910568
197,PC DIARIO-01,"Av. Dantas Barreto, 91 - Santo Antônio, Recife - PE, 50010-360, Brazil",-8.06441428225501,-34.878461826738
198,PC DO BOM PASTOR-01,"Praça Bom Pastor, 1320 - Iputinga, Recife - PE, 50670-630, Brazil",-8.04859776367154,-34.9402177945857
199,PC DO CAMPO SANTO-01,"Baobá de Iansã - Praça do Campo Santo - Santo Amaro, Recife - PE, 52120-092, Brazil",-8.0498943419271,-34.882511419276
200,PC DO COLEGIO JARBAS PERNAMBUCANO-01,"Praça Tobias Vitórino da Silva, 30 - Cajueiro, Recife - PE, 52221-140, Brazil",-8.01249499548778,-34.8864642513013
201,PC DO ESCORREGO-01,"R. Rio Arinos, 2-42 - COHAB, Recife - PE, 51280-220, Brazil",-8.1176165,-34.9468895
202,PC DO FINADO LEITEIRO-01,"R. Serra Bonga, 92 - COHAB, Recife - PE, 51290-160, Brazil",-8.11974332750506,-34.9472680105899
203,PC DO FUNDAO-01,"Av. Beberibe, 2759 - Fundão, Recife - PE, 52130-135, Brazil",-8.0146097,-34.8898762
204,PC DO INTERNACIONAL-01,"R. Benfica, 39 - Madalena, Recife - PE, 50720-001, Brazil",-8.05784798,-34.9041856
205,PC DO MONTEIRO (COHAB)-01,"Rua Sargento Rúbens Leite, 163 - COHAB, Recife - PE, 51300-240, Brazil",-8.1274858,-34.9457903
206,PC DO ROSARIO-01,"R. João Fernandes Viêira, 447 - Boa Vista, Recife - PE, 50050-215, Brazil",-8.05629834005433,-34.8899887435849
207,PC DOM DIOGO CAMARAO-01,"R. Doná Antônia Bezerra, 15 - Cordeiro, Recife - PE, 50640-250, Brazil",-8.0601913,-34.9286938
208,PC DOM JOSE PEREIRA ALVES,"R. Dom José Pereira Alves, 105 - Cordeiro, Recife - PE, 50721-020, Brazil",-8.0492099,-34.9253704
209,PC DOM MIGUEL VALVERDE (PQ DA INFANCIA)-01,"R. Prof. Otávio de Freitas, 370 - Encruzilhada, Recife - PE, 52041-120, Brazil",-8.03359916620341,-34.8926626402169
210,PC DOM MIGUEL VALVERDE (PQ DA INFANCIA)-02,"R. Prof. Otávio de Freitas, 370 - Encruzilhada, Recife - PE, 52041-120, Brazil",-8.03359916620341,-34.8926626402169
211,PC DOMINGOS GIOVANETTI-01,"R. Padre Anchieta, 25 - Torre, Recife - PE, 50710-432, Brazil",-8.04692703503524,-34.904383538878
212,PC DONA LINDU-01,"Dona Lindu - Av. Boa Viagem, s/n - Boa Viagem, Recife - PE, 51030-010, Brazil",-8.14127234409541,-34.9041155531785
213,PC DONA LINDU-02,"Dona Lindu - Av. Boa Viagem, s/n - Boa Viagem, Recife - PE, 51030-010, Brazil",-8.14127234409541,-34.9041155531786
214,PC DONA LINDU-03,"Dona Lindu - Av. Boa Viagem, s/n - Boa Viagem, Recife - PE, 51030-010, Brazil",-8.14127234409541,-34.9041155531787
215,PC DOUTOR JULIO CAMPELO,"Rua José Pessoa de Queiroz, 8 - Iputinga, Recife - PE, 50680-240, Brazil",-8.03216038130579,-34.9313702041937
216,PC DR ADOLFO CIRNE-01,"R. do Hospício, 563 - Boa Vista, Recife - PE, 50050-050, Brazil",-8.0580628,-34.8835213
217,PC DR FERNANDO FIGUEIRA-01,"R. Minas Gerais, 5a - Ilha do Leite, Recife - PE, 50070-400, Brazil",-8.06495323815321,-34.8932252212764
218,PC DR JOSE DE MELO-01,"R. Sebastião Malta Arcoverde, 160 - Parnamirim, Recife - PE, 52060-070, Brazil",-8.0332201,-34.9075393
219,PC DR JOSE VILELA-01,"Av. Dezessete de Agosto, 436 - Parnamirim, Recife - PE, 52060-590, Brazil",-8.0358682,-34.9131731
220,PC DR LULA CABRAL DE MELO-01,"Av. Dezessete de Agosto, 436 - Parnamirim, Recife - PE, 52060-590, Brazil",-8.0358682,-34.9131731
221,PC DR PEDRO ALVES NETO-01,"Av. Beberibe, 2759 - Fundão, Recife - PE, 52130-135, Brazil",-8.0146097,-34.8898762
222,PC DR PEDRO CAVALCANTI-01,"R. Neto de Mendonça, 165 - Tamarineira, Recife - PE, 52050-100, Brazil",-8.0353469,-34.9003973
223,PC ECA DE QUEIROZ-01,"Monumento da Praça - Praça Eça de Queiroz - Madalena, Recife - PE, 50610-590, Brazil",-8.05054019776173,-34.9071571292742
224,PC EDUARDO CARDOSO-01,"Praça Eduardo Cardoso - R. Cap. Gregório de Albuquerque - Areias, Recife - PE, 50870-800, Brazil",-8.0964796562122,-34.9311387269831
225,PC EL SALVADOR-01,"Elderly Park - Av. São Paulo, 616-628 - Jardim São Paulo, Recife - PE, 50910-250, Brazil",-8.08041640000142,-34.9403244307063
226,PC ELVIRA ANDRADE DE SOUZA-01,"R. Souza de Andrade, 5 - Graças, Recife - PE, 52050-252, Brazil",-8.043457,-34.90107
227,PC ENGENHO DO MEIO-01,"R. Antônio Curado, S/N - Engenho do Meio, Recife - PE, 50730-180, Brazil",-8.05699849420371,-34.9425551487816
228,PC ENTRONCAMENTO-01,"Praça do Entroncamento, 42 - Graças, Recife - PE, 52011-300, Brazil",-8.05063095367385,-34.897089570167
229,PC ESMERALDA,"R. Engenho Cabuçu, 25 - COHAB, Recife - PE, 51270-370, Brazil",-8.1147853,-34.9468543
230,PC ESPERANCA,"R. Caratinga, 62 - Zumbi, Recife - PE, 50720-493, Brazil",-8.0539383,-34.9162271
231,PC ESTEVAO DE SA-01,"Av. Caxangá, 855 - Madalena, Recife - PE, 50720-655, Brazil",-8.03622161858862,-34.9471547502538
232,PC FACA CEGA,"R. Mauá, 20 - COHAB, Recife - PE, 51340-650, Brazil",-8.1201256,-34.95711
233,PC FARIAS NEVES-01,"Praça de Dois Irmãos - Dois Irmãos - Dois Irmãos, Recife - PE, 52171-011, Brazil",-8.01567615781538,-34.9440416693687
234,PC FARIAS NEVES-02,"Praça de Dois Irmãos - Dois Irmãos - Dois Irmãos, Recife - PE, 52171-011, Brazil",-8.01567615781538,-34.9440416693687
235,PC FER. GALVAO,"Praça Fernando Galvão, 1 - Areias, Recife - PE, 50780-015, Brazil",-8.095108,-34.9389802
236,PC FILONILA FERREIRA-01,"R. Riachão, 33 - Várzea, Recife - PE, 50810-100, Brazil",-8.0410039,-34.9566146
237,PC FLOR DE CHEIRO,"R. Mauá, 20 - COHAB, Recife - PE, 51340-650, Brazil",-8.12012709692852,-34.9571194460889
238,PC FLOR DE SANTANA-01,"Av. Dezessete de Agosto, 1699 - Parnamirim, Recife - PE, 52060-485, Brazil",-8.0338341,-34.922097
239,PC FRANCISCO APOLONIO JORGE SALES-01,"Av. Oliveira Lima, 1029 - Soledade, Recife - PE, 50050-390, Brazil",-8.0563076704998,-34.8899596263888
240,PC FRANCO GOMES COUTINHO-01,"R. Dr. João Elísio, 241 - Mangueira, Recife - PE, 50820-230, Brazil",-8.077226,-34.9186936
241,PC GENERAL CARLOS PINTO-01,"Praça Gen. Carlos Pinto, 2-38 - Santo Amaro, Recife - PE, 50040-390, Brazil",-8.04036688615677,-34.8721798430563
242,PC GENERAL EULER-01,"R. Saturnino Meireles, 40 - Ipsep, Recife - PE, 51190-090, Brazil",-8.113733,-34.9219222
243,PC GER. VILAS BOAS,"R. Cupertinio Cintra, 33 - Lagoa Encantada, Recife - PE, 51300-450, Brazil",-8.1313235,-34.9488363
244,PC GETULIO VARGAS-01,"R. Costa Azevedo, 37 - Cordeiro, Recife - PE, 50630-280, Brazil",-8.0537507,-34.9227019
245,PC GOVERNADOR PAULO GUERRA-01,"Praça Gov. Paulo Pessoa Guerra, 11 - São José, Recife - PE, 50090-420, Brazil",-8.079007,-34.892124
246,PC GREGORIO BEZERRA-01,"R. Cantora Clara Nunes, 190 - Torre, Recife - PE, 50711-550, Brazil",-8.04451483587734,-34.914993819446
247,PC HIPODROMO-01,"Rua Fonseca Oliveira, 181 - Hipódromo, Recife - PE, 52041-690, Brazil",-8.03219882116732,-34.8869079351425
248,PC INDUSTRIAL MIGUEL SANTOS,"R. Pedro Américo Galvão, 28 - Boa Viagem, Recife - PE, 51011-560, Brazil",-8.1017113,-34.8860346
249,PC IRMA DOURACI,"Av. Manoel Gonçalves da Luz, 680 - Mustardinha, Recife - PE, 50760-830, Brazil",-8.0717366,-34.9183974
250,PC JACAREZINHO-01,"R. Iguatu, 159 - Campina do Barreto, Recife - PE, 52121-030, Brazil",-8.0184703,-34.8828505
251,PC JARDIM AMERICA-01,"R. Itacambira, 57 - Ipsep, Recife - PE, 51350-110, Brazil",-8.10573098690674,-34.9199512838669
252,PC JARDIM SAO PAULO-01,"Rua Senador Alberto Pasqualini, 15 - Estância, Recife - PE, 50781-745, Brazil",-8.08144405552198,-34.9380490833797
253,PC JENNER DE SOUZA-01,"R. Jener de Souza, 584 - Derby, Recife - PE, 52010-040, Brazil",-8.0548191,-34.9002638
254,PC JOAO MIGUEL DE SOUZA JUNIOR-01,"R. José dos Santos, 24 - Engenho do Meio, Recife - PE, 50730-040, Brazil",-8.0588205,-34.9457556
255,PC JOAO PEREIRA BORGES-01,"R. Manoel Caetano, 102 - Derby, Recife - PE, 52010-220, Brazil",-8.0540323,-34.9017982
256,PC JOAO PESSOA DE QUEIROZ-01,"R. Dr. Domingos de Abreu Vasconcelos, 226 - Torrões, Recife - PE, 50761-220, Brazil",-8.0671462,-34.932796
257,PC JOAO RIQUE-01,"R. João Rique, 52 - Iputinga, Recife - PE, 50680-370, Brazil",-8.0319545,-34.9319798
258,PC JOCA LEAL-01,"Rua Santa Izabel, 2-6 - Casa Amarela, Recife - PE, 52070-240, Brazil",-8.0266404,-34.9184689
259,PC JOCKEY CLUBE-01,"Av. Prof. Moraes Rego, 36 - Várzea, Recife - PE, 50740-425, Brazil",-8.0429444,-34.9438686
260,PC JORDAO BAIXO-01,"R. Alberto Lundgren, 2 - Jordão, Recife - PE, 51250-320, Brazil",-8.13666094057197,-34.9368679995964
261,PC JORN FRANCISCO PESSOA DE QUEIROZ-01,"R. Amaraji, 4 - Santana, Recife - PE, 52060-440, Brazil",-8.0388409,-34.9135733
262,PC JORNALISTA ANTONIO T JUNIOR-01,"V3CX+53 - Boa Viagem, Recife - State of Pernambuco, 51030-020, Brazil",-8.1295654,-34.9024754
263,PC JOSE BONIFACIO-01,"R. Batto Seca, 75 - Alto José Bonifacio, Recife - PE, 52080-300, Brazil",-8.0123774,-34.9140328
264,PC JOSE CICALIO-01,"Praça José Cecílio de Lira - R. Cap. Jerônimo Amaral, 142 - Areias, Recife - PE, 50870-090, Brazil",-8.0941406,-34.933374
265,PC JOSE DA MOTA SILVEIRA-01,"Av. Beira Rio, 145 - Madalena, Recife - PE, 50610-100, Brazil",-8.05623449086905,-34.9038203097092
266,PC JOSE MARIA DO NASCIMENTO PARAIBA LIXAO,"R. Manduri, 60 - COHAB, Recife - PE, 51340-170, Brazil",-8.1156672,-34.954941
267,PC JOSE SALES FILHO-01,"Av. Beira Rio, 286 - Torre, Recife - PE, 52010-290, Brazil",-8.04495789126588,-34.9047396885263
268,PC JOSEPH SMITH,"Av. Eng. Domingos Ferreira, 15 - Pina, Recife - PE, 51011-051, Brazil",-8.0967766,-34.8860996
269,PC LAGOA DO ARACA-01,"Lagoa do Araçá - Imbiribeira, Recife - PE, 51170-130, Brazil",-8.0926074,-34.9145855
270,PC LARGO D REGINA-01,"R. Nova Descoberta, 160 - Nova Descoberta, Recife - PE, 52090-003, Brazil",-8.0185598179306,-34.9261651002701
271,PC LARGO DO ENCANTA MOCA-01,"Largo do Encanta Moça, 103 - Pina, Recife - PE, 51011-120, Brazil",-8.0902461,-34.8860442
272,PC LEONARDO DA  VINCI-01,"R. Moacir Albuquerque, 198 - Imbiribeira, Recife - PE, 51170-440, Brazil",-8.0855597,-34.9102658
273,PC LINS DO REGO-01,"R. Lins do Rêgo, 14 - Imbiribeira, Recife - PE, 51190-600, Brazil",-8.11856,-34.9191644
274,PC LUIZ AMERICO WILLIANS-01,"Av. Engenho Babilônia, 265 - COHAB, Recife - PE, 51270-080, Brazil",-8.1128406,-34.9504799
275,PC LUIZ DE LACERDA-01,"R. Quipapá, 418 - Caxangá, Recife - PE, 50800-080, Brazil",-8.0354734,-34.9429783
276,PC LUIZ GONZAGA-01,"Praça 3 Marias - R. Engenho Serra Grande, 70-104 - COHAB, Recife - PE, 51270-060, Brazil",-8.11347037622244,-34.9510133142734
277,PC MACIEL PINHEIRO-01,"Praça Maciel Pinheiro, 341 - Boa Vista, Recife - PE, 50060-160, Brazil",-8.0622164352656,-34.8857708834521
278,PC MANGUE-01,"R. do Mangue, 91 - Afogados, Recife - PE, 50850-022, Brazil",-8.08503169150537,-34.9166009468778
279,PC MANUEL MARKMAN-01,"R. João Tude de Melo, 78 - Parnamirim, Recife - PE, 52060-010, Brazil",-8.0358389,-34.9096416
280,PC MARCELINO CHAMPAGNAT-01,"R. Paulino Gomes de Souza, 136 - Graças, Recife - PE, 52050-250, Brazil",-8.0416854,-34.9005635
281,PC MARCO ZERO-01,"Praça Rio Branco, 252 - Recife, PE, 50030-320, Brazil",-8.06341369026816,-34.8713122308254
282,PC MARCO ZERO-02,"Praça Rio Branco, 1 - Recife, PE, 50030-320, Brazil",-8.06275576183234,-34.8711352801909
283,PC MARIA JOSE DOS SANTOS DONA LIA,"R. Expedicionário Jamil Dagli, 145 - Campina do Barreto, Recife - PE, 52120-570, Brazil",-8.01775723021075,-34.8875137918739
284,PC MARIA MADALENA MISTO-01,"R. Cap. Domingos da Costa, s/n - Areias, Recife - PE, 50870-280, Brazil",-8.09700702108674,-34.9339270243174
285,PC MARIA VALDELUCIA-01,"R. João Paulo II, 259 - Areias, Recife - PE, 50780-645, Brazil",-8.10290996795826,-34.9382174406877
286,PC MARIO LOPES-01,"R. Principal, 59 - Alto José do Pinho, Recife - PE, 52210-050, Brazil",-8.02343215974009,-34.9080630005813
287,PC MAURICEIA-01,"B - R. Jean Emile Favre, 558 - Imbiribeira, Recife - PE, 51200-060, Brazil",-8.10776577388118,-34.915982134262
288,PC MELVIN JONES-01,"R. Sebastião Malta Arcoverde, 160 - Parnamirim, Recife - PE, 52060-070, Brazil",-8.0332201,-34.9075393
289,PC MERCIA DE ALBUQUERQUE-01,"R. Cap. Manuel de Águiar, 142 - Areias, Recife - PE, 50870-110, Brazil",-8.09510802434297,-34.932332605198
290,PC MIGUEL DE CERVANTES-01,"Praça Miguel de Cervantes, 145 - Ilha do Leite, Recife - PE, 50070-525, Brazil",-8.06703222441911,-34.8938449152119
291,PC MINISTRO JOAO GONCALVES DE SOUZA-01,"R. Borges da Fonseca, 78 - Iputinga, Recife - PE, 50670-550, Brazil",-8.0478788,-34.943701
292,PC MORRO CONCEICAO-01,"R. do Morro da Conceição, 408 - Boa Vista, Recife - PE, 52280-040, Brazil",-8.01948481710134,-34.9144528808284
293,PC NOSSA SRA DE LOURDES-01,"Vôlei do Bem - R. Padre Tiago Alberione - Barro, Recife - PE, 50780-520, Brazil",-8.09548667809743,-34.943802828854
294,PC NOVAES FILHO-01,"R. Iguatu, 410 - Campina do Barreto, Recife - PE, 52121-030, Brazil",-8.0164041,-34.8820654
295,PC ODALIA FREIRE DOS SANTOS-01,"Av. Montevidéu, 276 - Boa Vista, Recife - PE, 50050-250, Brazil",-8.0494868,-34.893073
296,PC PADRE ROMANO,"R. Maria do Carmo Catunda, 111 - Jardim São Paulo, Recife - PE, 50910-270, Brazil",-8.078235,-34.9397829
297,PC PAULO FREIRE-01,"R. Antônio Rabêlo, 47 - Madalena, Recife - PE, 50610-110, Brazil",-8.04911746870104,-34.9050863879988
298,PC PINTO DAMASIO-01,"Av. Afonso Olindense, 2070 - Várzea, Recife - PE, 50810-000, Brazil",-8.04910696088613,-34.9595029948104
299,PC POETA FERNANDO PESSOA-01,"Casa De Trânsito da Politica Militar - R. Amaro Bezerra, 372-422 - Derby, Recife - PE, 52010-140, Brazil",-8.05601731445245,-34.9010327239932
300,PC PONTE D UCHOA-01,"Av. Rui Barbosa, 1345 - Graças, Recife - PE, 52050-000, Brazil",-8.04183757998482,-34.9034314082186
301,PC PQ AMORIM-01,"Praça Parque Amorim, 34 - Boa Vista, Recife - PE, 50050-280, Brazil",-8.05173686624277,-34.8948702216334
302,PC PROFESSOR AGAMENON MAGALHAES-01,"R. Joaquim Rabêlo, 28 - Santo Amaro, Recife - PE, 50110-060, Brazil",-8.0436362,-34.8821134
303,PC PROFESSOR BARRETO CAMPELLO-01,"Praça Prof. Barreto Campêlo, 900 - Torre, Recife - PE, 50710-290, Brazil",-8.04763672638595,-34.9144518205051
304,PC PROFESSOR BARRETO CAMPELLO-02,"Praça Prof. Barreto Campêlo, 1174 - Torre, Recife - PE, 50710-290, Brazil",-8.04707419946716,-34.9141842453695
305,PC PROFESSOR BARRETO CAMPELLO-02,"Rua Conselheiro Theodoro, 71 - Zumbi, Recife - PE, 50711-030, Brazil",-8.0486955,-34.9150242
306,PC PROFESSOR CALAZANS-01,"R. Ernâni Braga, 241 - Madalena, Recife - PE, 50610-350, Brazil",-8.05043416557955,-34.910370815336
307,PC PROFESSOR COELHO DE ALMEIDA-01,"Av. Caxangá, 2689 - Cordeiro, Recife - PE, 50721-000, Brazil",-8.045444,-34.9307848
308,PC PROFESSOR FLEMING-01,"Praça Prof. Fleming, 42 - Jaqueira, Recife - PE, 52050-180, Brazil",-8.0349653,-34.905597
309,PC PROFESSOR RUTILIO-01,"R. Prof. Rutilho, 98 - Coqueiral, Recife - PE, 50791-040, Brazil",-8.08855429849951,-34.9668242919943
